"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"55-59 years"	"55-59"	"Virginia"	"51"	"2014"	"2014"	565925
	"55-59 years"	"55-59"	"Virginia"	"51"	"2015"	"2015"	573799
	"55-59 years"	"55-59"	"Virginia"	"51"	"2016"	"2016"	580305
	"55-59 years"	"55-59"	"Virginia"	"51"	"2017"	"2017"	582522
"Total"	"55-59 years"	"55-59"	"Virginia"	"51"			11814223
	"55-59 years"	"55-59"	"Washington"	"53"	"1990"	"1990"	190021
	"55-59 years"	"55-59"	"Washington"	"53"	"1991"	"1991"	193193
	"55-59 years"	"55-59"	"Washington"	"53"	"1992"	"1992"	198324
	"55-59 years"	"55-59"	"Washington"	"53"	"1993"	"1993"	206901
	"55-59 years"	"55-59"	"Washington"	"53"	"1994"	"1994"	215181
	"55-59 years"	"55-59"	"Washington"	"53"	"1995"	"1995"	222132
	"55-59 years"	"55-59"	"Washington"	"53"	"1996"	"1996"	230807
	"55-59 years"	"55-59"	"Washington"	"53"	"1997"	"1997"	243025
	"55-59 years"	"55-59"	"Washington"	"53"	"1998"	"1998"	261161
	"55-59 years"	"55-59"	"Washington"	"53"	"1999"	"1999"	274976
	"55-59 years"	"55-59"	"Washington"	"53"	"2000"	"2000"	287563
	"55-59 years"	"55-59"	"Washington"	"53"	"2001"	"2001"	300374
	"55-59 years"	"55-59"	"Washington"	"53"	"2002"	"2002"	331671
	"55-59 years"	"55-59"	"Washington"	"53"	"2003"	"2003"	349614
	"55-59 years"	"55-59"	"Washington"	"53"	"2004"	"2004"	370437
	"55-59 years"	"55-59"	"Washington"	"53"	"2005"	"2005"	393363
	"55-59 years"	"55-59"	"Washington"	"53"	"2006"	"2006"	416958
	"55-59 years"	"55-59"	"Washington"	"53"	"2007"	"2007"	420391
	"55-59 years"	"55-59"	"Washington"	"53"	"2008"	"2008"	431835
	"55-59 years"	"55-59"	"Washington"	"53"	"2009"	"2009"	444028
	"55-59 years"	"55-59"	"Washington"	"53"	"2010"	"2010"	455905
	"55-59 years"	"55-59"	"Washington"	"53"	"2011"	"2011"	465884
	"55-59 years"	"55-59"	"Washington"	"53"	"2012"	"2012"	475291
	"55-59 years"	"55-59"	"Washington"	"53"	"2013"	"2013"	480440
	"55-59 years"	"55-59"	"Washington"	"53"	"2014"	"2014"	483214
	"55-59 years"	"55-59"	"Washington"	"53"	"2015"	"2015"	487483
	"55-59 years"	"55-59"	"Washington"	"53"	"2016"	"2016"	491829
	"55-59 years"	"55-59"	"Washington"	"53"	"2017"	"2017"	492542
"Total"	"55-59 years"	"55-59"	"Washington"	"53"			9814543
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1990"	"1990"	85401
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1991"	"1991"	85104
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1992"	"1992"	85714
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1993"	"1993"	87750
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1994"	"1994"	89792
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1995"	"1995"	89912
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1996"	"1996"	91036
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1997"	"1997"	92630
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1998"	"1998"	95469
	"55-59 years"	"55-59"	"West Virginia"	"54"	"1999"	"1999"	97143
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2000"	"2000"	99344
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2001"	"2001"	100969
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2002"	"2002"	109377
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2003"	"2003"	114504
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2004"	"2004"	121776
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2005"	"2005"	128550
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2006"	"2006"	135802
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2007"	"2007"	135790
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2008"	"2008"	137447
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2009"	"2009"	138285
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2010"	"2010"	139570
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2011"	"2011"	139451
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2012"	"2012"	139851
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2013"	"2013"	139815
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2014"	"2014"	138822
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2015"	"2015"	137038
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2016"	"2016"	135041
	"55-59 years"	"55-59"	"West Virginia"	"54"	"2017"	"2017"	131325
"Total"	"55-59 years"	"55-59"	"West Virginia"	"54"			3222708
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1990"	"1990"	203341
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1991"	"1991"	202892
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1992"	"1992"	204614
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1993"	"1993"	209771
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1994"	"1994"	214942
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1995"	"1995"	217768
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1996"	"1996"	222108
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1997"	"1997"	228174
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1998"	"1998"	238872
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"1999"	"1999"	246287
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2000"	"2000"	254472
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2001"	"2001"	261591
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2002"	"2002"	282950
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2003"	"2003"	294825
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2004"	"2004"	311885
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2005"	"2005"	331101
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2006"	"2006"	350824
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2007"	"2007"	356728
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2008"	"2008"	366886
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2009"	"2009"	377794
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2010"	"2010"	388400
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2011"	"2011"	396624
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2012"	"2012"	404786
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2013"	"2013"	413220
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2014"	"2014"	418568
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2015"	"2015"	423396
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2016"	"2016"	428373
	"55-59 years"	"55-59"	"Wisconsin"	"55"	"2017"	"2017"	428373
"Total"	"55-59 years"	"55-59"	"Wisconsin"	"55"			8679565
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1990"	"1990"	17743
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1991"	"1991"	17901
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1992"	"1992"	18393
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1993"	"1993"	19096
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1994"	"1994"	19980
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1995"	"1995"	20650
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1996"	"1996"	21283
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1997"	"1997"	21900
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1998"	"1998"	23041
	"55-59 years"	"55-59"	"Wyoming"	"56"	"1999"	"1999"	24050
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2000"	"2000"	25068
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2001"	"2001"	25692
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2002"	"2002"	28060
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2003"	"2003"	29718
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2004"	"2004"	31434
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2005"	"2005"	33576
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2006"	"2006"	36156
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2007"	"2007"	36968
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2008"	"2008"	38317
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2009"	"2009"	40088
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2010"	"2010"	41166
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2011"	"2011"	42008
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2012"	"2012"	43108
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2013"	"2013"	43299
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2014"	"2014"	42888
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2015"	"2015"	42519
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2016"	"2016"	41946
	"55-59 years"	"55-59"	"Wyoming"	"56"	"2017"	"2017"	40525
"Total"	"55-59 years"	"55-59"	"Wyoming"	"56"			866573
"Total"	"55-59 years"	"55-59"					450265294
	"60-64 years "	"60-64"	"Alabama"	"01"	"1990"	"1990"	182091
	"60-64 years "	"60-64"	"Alabama"	"01"	"1991"	"1991"	182636
	"60-64 years "	"60-64"	"Alabama"	"01"	"1992"	"1992"	181722
	"60-64 years "	"60-64"	"Alabama"	"01"	"1993"	"1993"	180550
	"60-64 years "	"60-64"	"Alabama"	"01"	"1994"	"1994"	179935
	"60-64 years "	"60-64"	"Alabama"	"01"	"1995"	"1995"	180889
	"60-64 years "	"60-64"	"Alabama"	"01"	"1996"	"1996"	181505
	"60-64 years "	"60-64"	"Alabama"	"01"	"1997"	"1997"	182497
	"60-64 years "	"60-64"	"Alabama"	"01"	"1998"	"1998"	186421
	"60-64 years "	"60-64"	"Alabama"	"01"	"1999"	"1999"	189814
	"60-64 years "	"60-64"	"Alabama"	"01"	"2000"	"2000"	190880
	"60-64 years "	"60-64"	"Alabama"	"01"	"2001"	"2001"	193822
	"60-64 years "	"60-64"	"Alabama"	"01"	"2002"	"2002"	198880
	"60-64 years "	"60-64"	"Alabama"	"01"	"2003"	"2003"	207119
	"60-64 years "	"60-64"	"Alabama"	"01"	"2004"	"2004"	214983
	"60-64 years "	"60-64"	"Alabama"	"01"	"2005"	"2005"	220403
	"60-64 years "	"60-64"	"Alabama"	"01"	"2006"	"2006"	226567
	"60-64 years "	"60-64"	"Alabama"	"01"	"2007"	"2007"	244043
	"60-64 years "	"60-64"	"Alabama"	"01"	"2008"	"2008"	254507
	"60-64 years "	"60-64"	"Alabama"	"01"	"2009"	"2009"	265870
	"60-64 years "	"60-64"	"Alabama"	"01"	"2010"	"2010"	278298
	"60-64 years "	"60-64"	"Alabama"	"01"	"2011"	"2011"	289656
	"60-64 years "	"60-64"	"Alabama"	"01"	"2012"	"2012"	287499
	"60-64 years "	"60-64"	"Alabama"	"01"	"2013"	"2013"	289263
	"60-64 years "	"60-64"	"Alabama"	"01"	"2014"	"2014"	293695
	"60-64 years "	"60-64"	"Alabama"	"01"	"2015"	"2015"	299788
	"60-64 years "	"60-64"	"Alabama"	"01"	"2016"	"2016"	306186
	"60-64 years "	"60-64"	"Alabama"	"01"	"2017"	"2017"	313287
"Total"	"60-64 years "	"60-64"	"Alabama"	"01"			6402806
	"60-64 years "	"60-64"	"Alaska"	"02"	"1990"	"1990"	12791
	"60-64 years "	"60-64"	"Alaska"	"02"	"1991"	"1991"	13458
	"60-64 years "	"60-64"	"Alaska"	"02"	"1992"	"1992"	14009
	"60-64 years "	"60-64"	"Alaska"	"02"	"1993"	"1993"	14286
	"60-64 years "	"60-64"	"Alaska"	"02"	"1994"	"1994"	14521
	"60-64 years "	"60-64"	"Alaska"	"02"	"1995"	"1995"	14974
	"60-64 years "	"60-64"	"Alaska"	"02"	"1996"	"1996"	15321
	"60-64 years "	"60-64"	"Alaska"	"02"	"1997"	"1997"	15748
	"60-64 years "	"60-64"	"Alaska"	"02"	"1998"	"1998"	16298
	"60-64 years "	"60-64"	"Alaska"	"02"	"1999"	"1999"	16960
	"60-64 years "	"60-64"	"Alaska"	"02"	"2000"	"2000"	17420
	"60-64 years "	"60-64"	"Alaska"	"02"	"2001"	"2001"	18694
	"60-64 years "	"60-64"	"Alaska"	"02"	"2002"	"2002"	20238
	"60-64 years "	"60-64"	"Alaska"	"02"	"2003"	"2003"	22087
	"60-64 years "	"60-64"	"Alaska"	"02"	"2004"	"2004"	23962
	"60-64 years "	"60-64"	"Alaska"	"02"	"2005"	"2005"	25556
	"60-64 years "	"60-64"	"Alaska"	"02"	"2006"	"2006"	26757
	"60-64 years "	"60-64"	"Alaska"	"02"	"2007"	"2007"	29629
	"60-64 years "	"60-64"	"Alaska"	"02"	"2008"	"2008"	31381
	"60-64 years "	"60-64"	"Alaska"	"02"	"2009"	"2009"	34268
	"60-64 years "	"60-64"	"Alaska"	"02"	"2010"	"2010"	36497
	"60-64 years "	"60-64"	"Alaska"	"02"	"2011"	"2011"	39022
	"60-64 years "	"60-64"	"Alaska"	"02"	"2012"	"2012"	40212
	"60-64 years "	"60-64"	"Alaska"	"02"	"2013"	"2013"	41515
	"60-64 years "	"60-64"	"Alaska"	"02"	"2014"	"2014"	42512
	"60-64 years "	"60-64"	"Alaska"	"02"	"2015"	"2015"	43805
	"60-64 years "	"60-64"	"Alaska"	"02"	"2016"	"2016"	44563
	"60-64 years "	"60-64"	"Alaska"	"02"	"2017"	"2017"	45226
"Total"	"60-64 years "	"60-64"	"Alaska"	"02"			731710
	"60-64 years "	"60-64"	"Arizona"	"04"	"1990"	"1990"	152224
	"60-64 years "	"60-64"	"Arizona"	"04"	"1991"	"1991"	154839
	"60-64 years "	"60-64"	"Arizona"	"04"	"1992"	"1992"	157159
	"60-64 years "	"60-64"	"Arizona"	"04"	"1993"	"1993"	159255
	"60-64 years "	"60-64"	"Arizona"	"04"	"1994"	"1994"	164732
	"60-64 years "	"60-64"	"Arizona"	"04"	"1995"	"1995"	170281
	"60-64 years "	"60-64"	"Arizona"	"04"	"1996"	"1996"	174110
	"60-64 years "	"60-64"	"Arizona"	"04"	"1997"	"1997"	181541
	"60-64 years "	"60-64"	"Arizona"	"04"	"1998"	"1998"	189418
	"60-64 years "	"60-64"	"Arizona"	"04"	"1999"	"1999"	198437
	"60-64 years "	"60-64"	"Arizona"	"04"	"2000"	"2000"	205427
	"60-64 years "	"60-64"	"Arizona"	"04"	"2001"	"2001"	212982
	"60-64 years "	"60-64"	"Arizona"	"04"	"2002"	"2002"	223663
	"60-64 years "	"60-64"	"Arizona"	"04"	"2003"	"2003"	238395
	"60-64 years "	"60-64"	"Arizona"	"04"	"2004"	"2004"	252985
	"60-64 years "	"60-64"	"Arizona"	"04"	"2005"	"2005"	268283
	"60-64 years "	"60-64"	"Arizona"	"04"	"2006"	"2006"	282272
	"60-64 years "	"60-64"	"Arizona"	"04"	"2007"	"2007"	303835
	"60-64 years "	"60-64"	"Arizona"	"04"	"2008"	"2008"	320414
	"60-64 years "	"60-64"	"Arizona"	"04"	"2009"	"2009"	335404
	"60-64 years "	"60-64"	"Arizona"	"04"	"2010"	"2010"	354183
	"60-64 years "	"60-64"	"Arizona"	"04"	"2011"	"2011"	369318
	"60-64 years "	"60-64"	"Arizona"	"04"	"2012"	"2012"	366123
	"60-64 years "	"60-64"	"Arizona"	"04"	"2013"	"2013"	369885
	"60-64 years "	"60-64"	"Arizona"	"04"	"2014"	"2014"	376880
	"60-64 years "	"60-64"	"Arizona"	"04"	"2015"	"2015"	386455
	"60-64 years "	"60-64"	"Arizona"	"04"	"2016"	"2016"	397252
	"60-64 years "	"60-64"	"Arizona"	"04"	"2017"	"2017"	410644
"Total"	"60-64 years "	"60-64"	"Arizona"	"04"			7376396
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1990"	"1990"	108014
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1991"	"1991"	107524
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1992"	"1992"	106499
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1993"	"1993"	106579
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1994"	"1994"	107078
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1995"	"1995"	108483
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1996"	"1996"	109362
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1997"	"1997"	110639
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1998"	"1998"	112859
	"60-64 years "	"60-64"	"Arkansas"	"05"	"1999"	"1999"	115753
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2000"	"2000"	117942
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2001"	"2001"	120516
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2002"	"2002"	124812
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2003"	"2003"	129820
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2004"	"2004"	134511
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2005"	"2005"	138138
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2006"	"2006"	141109
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2007"	"2007"	150870
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2008"	"2008"	156485
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2009"	"2009"	162081
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2010"	"2010"	168310
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2011"	"2011"	174777
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2012"	"2012"	172081
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2013"	"2013"	172669
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2014"	"2014"	174605
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2015"	"2015"	177373
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2016"	"2016"	180397
	"60-64 years "	"60-64"	"Arkansas"	"05"	"2017"	"2017"	184133
"Total"	"60-64 years "	"60-64"	"Arkansas"	"05"			3873419
	"60-64 years "	"60-64"	"California"	"06"	"1990"	"1990"	1094589
	"60-64 years "	"60-64"	"California"	"06"	"1991"	"1991"	1091907
	"60-64 years "	"60-64"	"California"	"06"	"1992"	"1992"	1084770
	"60-64 years "	"60-64"	"California"	"06"	"1993"	"1993"	1062234
	"60-64 years "	"60-64"	"California"	"06"	"1994"	"1994"	1043116
	"60-64 years "	"60-64"	"California"	"06"	"1995"	"1995"	1034747
	"60-64 years "	"60-64"	"California"	"06"	"1996"	"1996"	1030223
	"60-64 years "	"60-64"	"California"	"06"	"1997"	"1997"	1050271
	"60-64 years "	"60-64"	"California"	"06"	"1998"	"1998"	1087517
	"60-64 years "	"60-64"	"California"	"06"	"1999"	"1999"	1127145
	"60-64 years "	"60-64"	"California"	"06"	"2000"	"2000"	1152792
	"60-64 years "	"60-64"	"California"	"06"	"2001"	"2001"	1187864
	"60-64 years "	"60-64"	"California"	"06"	"2002"	"2002"	1233023
	"60-64 years "	"60-64"	"California"	"06"	"2003"	"2003"	1298841
	"60-64 years "	"60-64"	"California"	"06"	"2004"	"2004"	1351654
	"60-64 years "	"60-64"	"California"	"06"	"2005"	"2005"	1400411
	"60-64 years "	"60-64"	"California"	"06"	"2006"	"2006"	1449951
	"60-64 years "	"60-64"	"California"	"06"	"2007"	"2007"	1574798
	"60-64 years "	"60-64"	"California"	"06"	"2008"	"2008"	1654246
	"60-64 years "	"60-64"	"California"	"06"	"2009"	"2009"	1749424
	"60-64 years "	"60-64"	"California"	"06"	"2010"	"2010"	1851925
	"60-64 years "	"60-64"	"California"	"06"	"2011"	"2011"	1940750
	"60-64 years "	"60-64"	"California"	"06"	"2012"	"2012"	1956137
	"60-64 years "	"60-64"	"California"	"06"	"2013"	"2013"	2001551
	"60-64 years "	"60-64"	"California"	"06"	"2014"	"2014"	2059250
	"60-64 years "	"60-64"	"California"	"06"	"2015"	"2015"	2119921
	"60-64 years "	"60-64"	"California"	"06"	"2016"	"2016"	2175783
	"60-64 years "	"60-64"	"California"	"06"	"2017"	"2017"	2233922
"Total"	"60-64 years "	"60-64"	"California"	"06"			41098762
	"60-64 years "	"60-64"	"Colorado"	"08"	"1990"	"1990"	120746
	"60-64 years "	"60-64"	"Colorado"	"08"	"1991"	"1991"	122907
	"60-64 years "	"60-64"	"Colorado"	"08"	"1992"	"1992"	124677
	"60-64 years "	"60-64"	"Colorado"	"08"	"1993"	"1993"	125961
	"60-64 years "	"60-64"	"Colorado"	"08"	"1994"	"1994"	127184
	"60-64 years "	"60-64"	"Colorado"	"08"	"1995"	"1995"	129372
	"60-64 years "	"60-64"	"Colorado"	"08"	"1996"	"1996"	130475
	"60-64 years "	"60-64"	"Colorado"	"08"	"1997"	"1997"	132515
	"60-64 years "	"60-64"	"Colorado"	"08"	"1998"	"1998"	136540
	"60-64 years "	"60-64"	"Colorado"	"08"	"1999"	"1999"	142207
	"60-64 years "	"60-64"	"Colorado"	"08"	"2000"	"2000"	145887
	"60-64 years "	"60-64"	"Colorado"	"08"	"2001"	"2001"	151870
	"60-64 years "	"60-64"	"Colorado"	"08"	"2002"	"2002"	159381
	"60-64 years "	"60-64"	"Colorado"	"08"	"2003"	"2003"	170587
	"60-64 years "	"60-64"	"Colorado"	"08"	"2004"	"2004"	179869
	"60-64 years "	"60-64"	"Colorado"	"08"	"2005"	"2005"	189801
	"60-64 years "	"60-64"	"Colorado"	"08"	"2006"	"2006"	199307
	"60-64 years "	"60-64"	"Colorado"	"08"	"2007"	"2007"	222515
	"60-64 years "	"60-64"	"Colorado"	"08"	"2008"	"2008"	238572
	"60-64 years "	"60-64"	"Colorado"	"08"	"2009"	"2009"	255522
	"60-64 years "	"60-64"	"Colorado"	"08"	"2010"	"2010"	273152
	"60-64 years "	"60-64"	"Colorado"	"08"	"2011"	"2011"	290271
	"60-64 years "	"60-64"	"Colorado"	"08"	"2012"	"2012"	293756
	"60-64 years "	"60-64"	"Colorado"	"08"	"2013"	"2013"	302763
	"60-64 years "	"60-64"	"Colorado"	"08"	"2014"	"2014"	311807
	"60-64 years "	"60-64"	"Colorado"	"08"	"2015"	"2015"	321289
	"60-64 years "	"60-64"	"Colorado"	"08"	"2016"	"2016"	329623
	"60-64 years "	"60-64"	"Colorado"	"08"	"2017"	"2017"	337731
"Total"	"60-64 years "	"60-64"	"Colorado"	"08"			5666287
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1990"	"1990"	148540
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1991"	"1991"	146961
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1992"	"1992"	142947
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1993"	"1993"	138083
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1994"	"1994"	133705
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1995"	"1995"	131070
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1996"	"1996"	128557
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1997"	"1997"	127666
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1998"	"1998"	128804
	"60-64 years "	"60-64"	"Connecticut"	"09"	"1999"	"1999"	130887
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2000"	"2000"	132266
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2001"	"2001"	135156
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2002"	"2002"	141107
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2003"	"2003"	151753
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2004"	"2004"	158717
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2005"	"2005"	163544
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2006"	"2006"	169373
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2007"	"2007"	183958
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2008"	"2008"	188810
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2009"	"2009"	196400
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2010"	"2010"	204625
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2011"	"2011"	211827
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2012"	"2012"	209934
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2013"	"2013"	213489
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2014"	"2014"	219033
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2015"	"2015"	225390
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2016"	"2016"	231714
	"60-64 years "	"60-64"	"Connecticut"	"09"	"2017"	"2017"	238252
"Total"	"60-64 years "	"60-64"	"Connecticut"	"09"			4732568
	"60-64 years "	"60-64"	"Delaware"	"10"	"1990"	"1990"	30095
	"60-64 years "	"60-64"	"Delaware"	"10"	"1991"	"1991"	30518
	"60-64 years "	"60-64"	"Delaware"	"10"	"1992"	"1992"	30536
	"60-64 years "	"60-64"	"Delaware"	"10"	"1993"	"1993"	30346
	"60-64 years "	"60-64"	"Delaware"	"10"	"1994"	"1994"	30097
	"60-64 years "	"60-64"	"Delaware"	"10"	"1995"	"1995"	30334
	"60-64 years "	"60-64"	"Delaware"	"10"	"1996"	"1996"	30246
	"60-64 years "	"60-64"	"Delaware"	"10"	"1997"	"1997"	30350
	"60-64 years "	"60-64"	"Delaware"	"10"	"1998"	"1998"	31008
	"60-64 years "	"60-64"	"Delaware"	"10"	"1999"	"1999"	31777
	"60-64 years "	"60-64"	"Delaware"	"10"	"2000"	"2000"	32400
	"60-64 years "	"60-64"	"Delaware"	"10"	"2001"	"2001"	33481
	"60-64 years "	"60-64"	"Delaware"	"10"	"2002"	"2002"	35192
	"60-64 years "	"60-64"	"Delaware"	"10"	"2003"	"2003"	37334
	"60-64 years "	"60-64"	"Delaware"	"10"	"2004"	"2004"	39502
	"60-64 years "	"60-64"	"Delaware"	"10"	"2005"	"2005"	41433
	"60-64 years "	"60-64"	"Delaware"	"10"	"2006"	"2006"	43045
	"60-64 years "	"60-64"	"Delaware"	"10"	"2007"	"2007"	46645
	"60-64 years "	"60-64"	"Delaware"	"10"	"2008"	"2008"	49317
	"60-64 years "	"60-64"	"Delaware"	"10"	"2009"	"2009"	51114
	"60-64 years "	"60-64"	"Delaware"	"10"	"2010"	"2010"	53646
	"60-64 years "	"60-64"	"Delaware"	"10"	"2011"	"2011"	56102
	"60-64 years "	"60-64"	"Delaware"	"10"	"2012"	"2012"	55584
	"60-64 years "	"60-64"	"Delaware"	"10"	"2013"	"2013"	56553
	"60-64 years "	"60-64"	"Delaware"	"10"	"2014"	"2014"	58108
	"60-64 years "	"60-64"	"Delaware"	"10"	"2015"	"2015"	60082
	"60-64 years "	"60-64"	"Delaware"	"10"	"2016"	"2016"	62349
	"60-64 years "	"60-64"	"Delaware"	"10"	"2017"	"2017"	64670
"Total"	"60-64 years "	"60-64"	"Delaware"	"10"			1181864
	"60-64 years "	"60-64"	"District of Columbia"	"11"	"1990"	"1990"	25508
	"60-64 years "	"60-64"	"District of Columbia"	"11"	"1991"	"1991"	24353
	"60-64 years "	"60-64"	"District of Columbia"	"11"	"1992"	"1992"	23257
